Oil Climate Index Consolidated Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Created,10/25/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil Climate Index Webtool - Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer to oci.carnegiendowment.org/methodology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subtitle/Reference,Subtitle/Reference,Data Field Names,Units,Notes/Sources,List of oils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Cases Start Here ----->,d,d,d,d,d,d,d,d,d,,
,,Region,,,Middle East & N. Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Asia-Pacific,Russia & Eurasia,S. America & Carribean,S. America & Carribean,North America,Asia-Pacific,Asia-Pacific,Asia-Pacific,S. America & Carribean,S. America & Carribean,S. America & Carribean,Asia-Pacific,Asia-Pacific,Asia-Pacific,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,Europe,Europe,Europe,Middle East & N. Africa,Middle East & N. Africa,Russia & Eurasia,Russia & Eurasia,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,Middle East & N. Africa,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,S. America & Carribean,S. America & Carribean,North America,North America,North America,North America,Europe,North America,Russia & Eurasia,Europe,S. America & Carribean,,
,2.11   Offsite emissions credit/debit,,gCO2eq/MJ,,-33.25,-0.51,-0.04,-1.05,-2.04,-1.15,-0.2,-0.53,0.07,-6.3,-0.09,0.21,0.07,-1.5,-0.5,-0.8,-17.7,-0.9,-0.6,-0.6,-0.9,-0.1,-0.4,0.2,-0.2,-0.5,-0.5,-3.6,-1,0.1,-0.8,-21.2,0.2,-19.5,-0.3,-1.1,0.3,-5.6,-0.9,-1.6,0.1,-0.2,-0.5,-0.2,-1.1,-0.2,-1.3,-2.7,-1.3,-2.3,-1.2,-3.8,-11.2,0.5,1.2,-1.7,-3.3,0.6,-0.1,-1.6,-0.6,-10.6,0.8,-0.4,0,0.3,,,,,-4.093,0.77,-2.78,0.535975922,-3.669157797,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.12   Lifecycle energy consumption,,MJ/MJ,,0.049,0.036,0.039,0.06,0.047,0.05,0.04,0.089,0.024,0.071,0.11,0.046,0.032,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.3,0.2,0.2,0,0.1,0,0.1,0.1,0,0.1,0,0,0,0.1,0,0.2,0.2,0,0,0,0.4,0.1,0.3,0.1,0.4,0.1,0.2,0,0.1,0,0.1,0,0.3,0,,,,,0.052,0.054,0.086,0.099667044,0.054733521,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.13   Lifecycle GHG emissions,,gCO2eq/MJ,,19.06,5.42,5.5,7.49,7.09,6.64,5.55,10.19,4.55,9.78,12.27,5.91,6.29,8.5,10.1,17.8,25.1,9.5,8.5,15.5,12.5,12.9,12.7,22.3,6.5,5.1,9.1,10.1,7,9.8,5,23.3,24.3,27.9,16.3,4.9,14.9,7.3,9.7,14.9,6.6,9.6,5.9,5.2,6.5,8.4,6.4,17.4,15.4,4.4,7.5,6,32.3,10.9,24,6.9,29.8,12,16.6,7.4,7,3.7,9.2,5.5,26.8,8.7,,,,,8.096,6.68,10.55,10.04671709,9.551192308,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Oil carbon index post-processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Loss Factor,,,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,,
,,Dilbit Conversion Factor,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
,Summary GHG emissions [gCO2eq/MJ],Exploration,kgCO2eq/bblCrude,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Drilling,kgCO2eq/bblCrude,,2.16,0.33,0.64,0.75,1.04,0.91,0.58,7.56,1.12,1.24,1.17,0.81,7.84,9.7,15.11,7.21,39.64,0.23,0.86,20.31,7.18,8.03,21.14,1.94,1.62,0.97,1.15,7.41,2.65,2.03,0.77,14.86,1.33,13.6,1.93,1.1,7.89,1.5,1.25,7.08,7.52,7.51,1.16,2.3,1.05,1.36,1.28,1.28,4.16,4.16,7.83,7.69,7.32,7.17,1.92,3.69,2.2,19.37,2.2,7.69,3.68,19.64,0.89,7.76,41.72,21.64,21.76,41.65,18.47,18.47,0.55,0.76,3.52,0.63,15.3,,
,,Production,kgCO2eq/bblCrude,,7.13,0.51,3.15,7.47,2.11,5.45,3.72,6.68,0.77,8.55,8.58,3.36,1.02,8.14,2.08,32.31,190.01,9.55,0.65,17.49,2.02,4.36,0.22,2.51,0.26,0.49,4.53,13.46,10.91,9.83,0.08,0,2.03,6.89,7.31,0.98,14.03,0,9.01,33.56,3.08,9.49,0.86,0,4.03,6.56,0,59.92,2.08,2.07,1.16,1.14,0.99,21.06,95.17,8.72,173.53,19.83,78.29,1.09,6.21,8.53,29.56,2.06,0.45,9.5,54.74,35.42,37.03,37.16,0,5.94,10.37,21.97,10.65,,
,,Processing,kgCO2eq/bblCrude,,72.54,4.17,0.37,5.81,8.2,5.91,4.14,6.9,0.85,21.41,5.26,1.17,0.04,7.01,4.39,7.71,0.04,5.7,4.4,5.41,4.98,3.23,3.74,2.6,2.11,1.26,4.39,12.17,5.96,7.26,4.93,55.92,2.65,52.6,4.09,4.76,15.26,16.75,5.59,8.55,0.04,1.23,3.97,0.56,5.93,5.07,5.85,9.99,2.32,3.13,5.05,7.49,13.93,0.83,5.95,8.1,0.41,0.2,2.12,6.71,4.88,13.97,0.74,1.29,1.35,1.49,0,0,0,0,13.27,3.91,13.39,0.4,14.19,,
,,Upgrading,kgCO2eq/bblCrude,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.62,0,0,0,63.81,97.6,0,0,0,0,0,,
,,Maintenance,kgCO2eq/bblCrude,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Waste,kgCO2eq/bblCrude,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,"Venting, Flaring, and Fugitive Emissions",kgCO2eq/bblCrude,,170.68,20.93,20.69,27.1,27.12,22.44,19.27,35.2,18.04,56.4,42.32,18.24,21.89,24.32,36.23,48.25,18.7,31.08,37,38.09,51.97,48.01,42.64,110.34,19.31,19.17,36.45,35.55,22.43,26.81,20.62,174.75,123.82,189.36,74.4,20.52,39.66,48.39,33.91,32.08,16.62,19.22,19.39,17.65,22.46,26.52,25.06,36.69,75.29,19.23,28.35,31.91,196.56,25.86,22.56,25.98,19.99,18.29,17.79,31.27,23.95,32.61,17.29,19.13,15.24,15.93,23.58,0.76,29.15,29.26,48.04,21.51,38.04,25,36.84,,
,,Diluent,kgCO2eq/bblCrude,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Miscellaneous,kgCO2eq/bblCrude,,2.47,2.88,3.03,2.88,2.74,2.84,3.06,2.94,2.86,3.09,2.74,3.11,2.92,2.73,2.99,2.79,3.06,2.86,2.96,2.86,2.83,2.91,3.03,2.91,2.75,2.91,2.99,2.83,2.87,2.73,2.91,2.84,2.84,2.84,2.87,2.8,2.91,2.8,2.84,2.78,2.9,2.84,2.86,2.95,2.88,2.9,2.78,2.94,2.77,2.77,2.75,2.7,2.57,2.8,2.84,2.94,3.02,2.83,3.12,2.82,2.86,2.83,3.06,2.91,3.22,3.16,3.19,3.22,3.22,3.22,2.91,3.02,2.83,2.84,3.11,,
,,Transport to Refinery,kgCO2eq/bblCrude,,3.95,5.34,5.73,5.21,8.69,6.76,4.51,3.69,1.94,8.69,7.7,8.7,2.63,2.49,2.82,5.15,10.78,9.8,8.11,7.94,6.67,8.81,8.43,7.82,10.37,7.81,8.09,5.77,0.96,4.32,4.7,4.55,4.56,4.68,4.62,3.75,5.43,3.19,7.65,7.43,7.39,15.39,8.13,8.29,7.77,7.6,7.6,7.29,5.42,5.42,2.18,2.14,2.03,0.54,0.86,1.33,0.34,3.58,0.44,1.21,1.28,3.46,0.07,1.21,2.35,1.64,7.28,6.1,7.34,7.34,6.15,0.55,7.16,3.25,2.02,,
,,Offsite emissions,kgCO2eq/bblCrude,,-164.59,-2.92,-0.24,-6.03,-11.15,-6.53,-1.25,-3.1,0.41,-38.95,-0.49,1.28,0.39,-8.03,-3.27,-4.29,-108.62,-5.15,-3.68,-3.7,-4.84,-0.4,-2.15,1.41,-0.86,-2.69,-3.01,-20.08,-5.5,0.59,-4.76,-120.35,0.96,-111.19,-1.77,-6.38,1.66,-31.63,-5.08,-8.72,0.83,-1.16,-2.71,-1.1,-6.56,-1.33,-7,-15.93,-7.08,-12.45,-6.37,-20.46,-57.54,2.76,6.96,-10.14,-19.73,3.58,-0.71,-8.83,-3.15,-60.01,4.7,-2.39,-0.3,1.97,27.61,31.33,3.71,12.85,-23.82,4.64,-15.69,3.05,-22.79,,
,,Net lifecycle emissions,kgCO2eq/bblCrude,,94.34,31.24,33.36,43.2,38.76,37.78,34.01,59.88,25.99,60.43,67.27,36.68,36.74,46.36,60.35,99.12,153.61,54.07,50.31,88.4,70.8,74.94,77.06,129.53,35.56,29.92,54.59,57.1,40.28,53.58,29.23,132.57,138.18,158.79,93.44,27.54,86.85,40.99,55.17,82.75,38.37,54.53,33.66,30.65,37.56,48.68,35.58,102.18,84.94,24.32,40.94,32.61,165.85,61.02,136.27,40.61,179.76,67.68,103.25,41.96,39.71,21.02,56.32,31.97,172.64,55.32,138.16,118.48,162.73,205.91,47.11,40.33,59.62,57.14,59.32,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Algeria Hassi RÕMel,Angola Girassol,Angola Kuito,Angola Takula,Australia Cossack,Azerbaijan Azeri Light,Brazil Frade,Brazil Lula,Canada Hibernia,China Bozhong,China Nanhai Light,China Qinhuangdao,Colombia Ca–o Lim—n,Colombia Cusiana,Ecuador Sacha,India Bombay High,Indonesia Duri,Indonesia Minas,Iran Aboozar,Iran Marun,Iraq Kirkuk,Iraq Rumaila,Iraq West Qurna,Iraq Zubair,Kazakhstan Tengiz,Kuwait Burgan,Kuwait Ratawi,Libya Waha,Mexico Chuc,Nigeria Agbami,Nigeria Bonga,Nigeria Bonny,Nigeria Escravos Beach,Nigeria Obagi,Nigeria Pennington,Norway Ekofisk,Norway Oseberg,Norway Skarv,Qatar Bul Hanine,Qatar Dukhan,Russia Romashkinskoye,Russia Samotlor,Saudi Arabia Ghawar,Saudi Arabia Safaniya,Saudi Arabia Zuluf,United Arab Emirates Fateh,United Arab Emirates Murban,U.S.  Alaska North Slope,U.S. Bakken Flare,U.S. Bakken No Flare,U.S. Texas Eagle Ford Black Oil Zone,U.S. Texas Eagle Ford Volatile Oil Zone,U.S. Texas Eagle Ford Condensate Zone,U.S.  East Texas Field,U.S. Louisiana Lake Washington Field,U.S. Gulf Mars,U.S. California Midway Sunset,U.S. Wyoming Salt Creek,U.S. California South Belridge,U.S. Texas Spraberry,U.S. Gulf Thunder Horse,U.S. Wyoming WC,U.S. California Wilmington,U.S. Texas Yates,Venezuela Hamaca SCO,Venezuela Tia Juana,Canada Cold Lake CSS Dilbit,Canada Athabasca SAGD Dilbit,Canada Athabasca DC SCO,Canada Athabasca FC-HC SCO,Denmark Dansk Blend,Mexico Cantarell,Russia Chayvo,UK Forties Blend,Venezuela Merey Blend,,
Oil Sands,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,
3.1   Crude oil energy density,,,MJ LHV/bbl,,4949,5766,6067,5766,5470,5687,6124,5875,5714,6180,5482,6211,5844,5456,5984,5582,6124,5714,5927,5714,5652,5818,6067,5818,5490,5818,5984,5652,5740,5458,5818,5687,5687,5687,5740,5609,5818,5609,5687,5556,5792,5687,5714,5901,5766,5792,5556,5875,5530,5530,5490,5396,5132,5609,5687,5875,6037,5652,6237,5635,5714,5652,6124,5818,6437,6324,6381,6437,6437,6437,5818,6037,5652,5687,6211,,
3.2  Upstream Crude oil GHG per bbl,,Offical Run,OPGEE kgCO2eq/bbl,,94.3,31.2,33.4,43.2,38.8,37.8,34,59.9,26,60.4,67.3,36.7,36.7,46.4,60.4,99.1,153.6,54.1,50.3,88.4,70.8,74.9,77.1,129.5,35.6,29.9,54.6,57.1,40.3,53.6,29.2,132.6,138.2,158.8,93.4,27.5,86.8,41,55.2,82.8,38.4,54.5,33.7,30.7,37.6,48.7,35.6,102.2,84.9,24.3,40.9,32.6,165.9,61,136.3,40.6,179.8,67.7,103.2,42,39.7,21,56.3,32,172.6,55.3,138.2,118.5,162.7,205.9,47.1,40.3,59.6,57.1,59.3,,
5 Upstream Pet Coke Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2014 Petcoke Produced,Tons PC/Year,Alberta Energy Regulator ST39-2014/Oil and Gas Journal vol 96 issue 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,460,000",0,0,0,"4,786,284","2,546,645",0,0,0,0,0,,
,,2014 Petcoke Produced,Tons/Bbl SCO,Converted per bbl SCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.044,0.027,0,0,0,0,0,,
,,2014 Petcoke Used in Upgrading,Tons/Bbl SCO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.006,0,0,0,0,0,,
,,2014 Net Upstream Petcoke,Tons PC/Bbl SCO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.037,0.021,0,0,0,0,0,,
,,2014 Petroluem Coke ,Btu LHV/short ton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31341.8,0,0,0,31341.8,31341.8,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRELIM Float Case - Petroleum Refinery Life-Cycle Inventory Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: PRELIM's Assay Inventory - DEFAULT: Producing - LPG; Not Producing - Asphalt/Petrochemicals,,,,,Algeria,Angola,Angola,Angola,Australia,Azerbaijan,Brazil,Brazil,Canada,China,China,China,Colombia,Columbia,Ecuador,India,Indonesia,Indonesia,Iran,Iranian Heavy_COA,Iraq,Iraq,Iraq,Iraq,Kazakhstan,Kuwait,Kuwait,Libya,Mexico,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Norway,Norway,Norway,Qatar,Qatar,Russia,Russia,Saudi Arabia,Saudi Arabia,Saudi Arabia,United Arab Emirates,United Arab Emirates,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,Venezuela,Venezuela,Cold Lake_Crude Monitor,Canada,Canada,Canada,Denmark,Mexico,Russia,United Kingdom,Venezuela,,
,,,,, Algerian Condensate_BP, Angola Girassol_Exxon, Angola Kuito_Chevron, Angola Cabinda_Stratiev, Cossack_Chevron, Azeri Light_Chevron, Brazil Frade_Chevron, Brazil Lula_BG Group, Canada Hibernia_Exxon, China Bozhong_Chevron, Nanhai Light_Chevron, Qin Huang Dao_Chevron, Colombia Cano Limon_Stratiev, Cusiana_COA, Ecuador Oriente_Stratiev, India Bombay_COA, Indonesia Duri_Chevron, Sumatran Light (Minas)_Chevron, Iran Ardeshir_COA, Iranian Heavy_COA, Kirkuk_O&G, Basrah Medium_COA, Basrah Heavy_O&G, Iraq Basra_BP, Tengiz_Chevron, Burgan (Wafra)_O&G, Kuwait Ratawi_Chevron, Libya Es Sider_COA, Isthmus_Stratiev, Nigeria Agbami_Chevron, Nigera Bonga_Exxon, Bonny Light_Chevron, Nigeria Escravos_Chevron, Bonny Light_Chevron, Nigeria Pennington_Chevron, Ekofisk_Statoil, Norway Oseberg_Statoil, Norway North Sea Skarv_BP, Marine Qatar_O&G, Dukhan_Qatar_COA, Russian Export Blend_Stratiev, Siberian Light_COA, Arab Light_Stratiev, Arab Heavy_Stratiev, Arab Medium_Stratiev, Fateh_COA, UAE Murban_BP, Alaskan North Slope_Exxon, Bakken_Various Sources, Bakken_Various Sources, Eagle Ford Ultralight_Platts, Margham Light_Ceric Emir, Snohvit Condensate_Statoil, East Texas Sweet_COA, Louisiana light sweet_Stratiev, Mars USA-Gulf of Mexico_BP, Midway-Sunset_Knovel, Wyoming Sweet_COA, Belridge_Knovel, West texas intermediate_Stratiev, Thunderhorse_BP , Wyoming Sweet_COA, Wilmington CA_Knovel, West texas sour_Stratiev, Hamaca Venezuela_Knovel, Venezuela Tia Juana_Stratiev, Cold Lake_Crude Monitor, Christina Lake_Crude Monitor, Suncor Synthetic A_Crude Monitor, Syncrude Sweet Premium_Crude Monitor, North Sea Dansk Blend_Statoil, MAYA_Stratiev, Russia Sokol_Exxon, Forties Blend_BP, Merey_O&G,,
,FINAL RESULT - SLIDER IN ROW 1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Refinery Configuration Slider,"0 = Default, 1 = Hydroskimming, 2 = Medium Conversion, 3 = Deep Conversion (Coking), 4 = Deep Conversion (Hydrotreating)",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,Dilbit Conversion Factor,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
,,Refinery Type,,,Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Deep Conversion: FCC & GO-HC (6),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Deep Conversion: FCC & GO-HC (6),Hydroskimming Configuration (0),Deep Conversion: FCC & GO-HC (6),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Deep Conversion: FCC & GO-HC (6),Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Deep Conversion: FCC & GO-HC (6),Hydroskimming Configuration (0),Deep Conversion: FCC & GO-HC (6),Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Hydroskimming Configuration (0),Deep Conversion: FCC & GO-HC (6),Medium Conversion: FCC & GO-HC (3),Medium Conversion: FCC & GO-HC (3),Deep Conversion: FCC & GO-HC (6),Deep Conversion: FCC & GO-HC (6),Medium Conversion: FCC & GO-HC (3),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Hydroskimming Configuration (0),Medium Conversion: FCC & GO-HC (3),Deep Conversion: FCC & GO-HC (6),,
